,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,555.0,2023-05-26
1,1,1,30,666.0,2023-05-26
2,2,2,30,560.5,2023-05-26
3,3,3,30,505.0,2023-05-26
4,4,4,30,579.5,2023-05-26
5,5,5,30,497.5,2023-05-26
6,6,6,30,496.8,2023-05-26
7,7,7,30,453.9,2023-05-26
8,8,8,29,449.5,2023-05-26
9,9,9,29,424.4,2023-05-26
10,10,10,30,480.9,2023-05-26
11,11,11,30,445.6,2023-05-26
12,12,12,30,535.5,2023-05-26
13,13,13,30,439.5,2023-05-26
14,14,14,30,488.4,2023-05-26
15,15,15,27,470.1,2023-05-26
16,16,16,30,586.6,2023-05-26
17,17,17,30,515.6,2023-05-26
18,18,18,30,535.8,2023-05-26
19,19,19,30,601.1,2023-05-26
20,20,20,27,430.4,2023-05-26
21,21,21,30,531.2,2023-05-26
22,22,22,28,255.1,2023-05-26
23,23,23,28,452.5,2023-05-26
24,24,24,30,495.3,2023-05-26
25,25,25,30,462.1,2023-05-26
26,26,26,22,140.3,2023-05-26
27,27,27,30,512.2,2023-05-26
28,28,28,30,596.1,2023-05-26
29,29,29,29,404.0,2023-05-26
30,30,30,30,630.8,2023-05-26
31,31,31,30,528.4,2023-05-26
32,32,32,30,514.1,2023-05-26
33,33,33,25,237.2,2023-05-26
34,34,34,30,472.7,2023-05-26
35,35,35,28,387.3,2023-05-26
36,36,36,29,376.3,2023-05-26
37,37,37,30,523.6,2023-05-26
38,38,38,30,397.8,2023-05-26
39,39,39,30,447.2,2023-05-26
40,40,40,29,510.6,2023-05-26
41,41,41,30,573.8,2023-05-26
42,42,42,30,646.4,2023-05-26
43,43,43,30,456.3,2023-05-26
44,44,44,29,350.3,2023-05-26
45,45,45,24,268.1,2023-05-26
46,46,46,26,271.9,2023-05-26
47,47,47,27,403.8,2023-05-26
48,48,48,27,330.3,2023-05-26
49,49,49,30,429.9,2023-05-26
50,50,50,29,385.3,2023-05-26
51,51,51,30,523.4,2023-05-26
52,52,52,30,514.8,2023-05-26
53,53,53,30,426.6,2023-05-26
54,54,54,29,318.6,2023-05-26
55,55,55,29,400.0,2023-05-26
56,56,56,30,414.9,2023-05-26
57,57,57,29,302.2,2023-05-26
58,58,58,29,371.5,2023-05-26
